GID;Repite
107843;1
107844;1
107845;1
107870;1
107871;1
107872;1
107873;1
107893;1
107895;1
115695;1
115703;1
116704;1
117161;1
124178;1
124179;1
124184;1
124185;1
124187;1
124189;1
124190;1
124191;1
124195;1
124201;1
124214;1
124215;1
124220;1
124247;1
124283;1
124987;1
125030;1
125032;1
125034;1
125067;1
125069;1
129254;1
134763;1
137592;1
138351;1
138388;1
138399;1
138818;1
138819;1
138821;1
138822;1
138823;1
138825;1
138826;1
138829;1
138830;1
138832;1
138834;1
138836;1
138839;1
138840;1
138841;1
138843;1
138853;1
138854;1
138858;1
138891;1
138892;1
138895;1
138896;1
138897;1
138902;1
138903;1
138904;1
139712;1
139732;1
141430;1
141730;1
141735;1
141783;1
142181;1
142639;1
142640;1
142641;1
143473;1
143674;1
150632;1
161734;1
168498;1
175032;1
175436;1
176233;1
176300;1
176301;1
176650;1
177278;1
177340;1
177341;1
177342;1
177347;1
177376;1
179049;1
179050;1
179548;1
180058;1
180268;1
180535;1
180594;1
181296;1
181297;1
181323;1
181636;1
181805;1
182085;1
182968;1
183196;1
183219;1
183294;1
183450;1
183548;1
183549;1
183550;1
183696;1
183744;1
183827;1
184008;1
