GID;Repite
100702;1
100725;1
100794;1
101554;1
114362;1
114376;1
116572;1
116692;1
116693;1
116719;1
116732;1
116736;1
116737;1
116744;1
116760;1
117941;1
117942;1
117946;1
117951;1
117952;1
117963;1
117974;1
117982;1
117986;1
117987;1
118004;1
118005;1
118013;1
118015;1
118018;1
118019;1
120312;1
120412;1
124099;1
124173;1
126034;1
126312;1
129138;1
129597;1
129598;1
129600;1
129601;1
129609;1
129632;1
129634;1
129647;1
129648;1
129650;1
129651;1
129652;1
129656;1
129673;1
130292;1
131492;1
131792;1
135992;1
137892;1
141459;1
141462;1
141466;1
141468;1
141488;1
141493;1
141495;1
141496;1
141519;1
141521;1
141522;1
141523;1
141980;1
142178;1
142179;1
142180;1
142181;1
142209;1
142238;1
142246;1
142247;1
142248;1
142250;1
142262;1
142273;1
142276;1
142277;1
142278;1
143092;1
143972;1
145153;1
145912;1
145932;1
148172;1
155992;1
159034;1
159872;1
161032;1
165452;1
171912;1
172952;1
173012;1
173132;1
175761;1
176494;1
177395;1
179800;1
179816;1
179944;1
180058;1
180063;1
180223;1
180224;1
180287;1
180605;1
180643;1
180644;1
180850;1
180852;1
181011;1
181194;1
181195;1
181351;1
181750;1
181751;1
181752;1
181753;1
182133;1
182933;1
182934;1
183274;1
183599;1
183620;1
183621;1
