GID;Repite
100431;1
100433;1
100434;1
100449;1
100452;1
100503;1
100504;1
100505;1
100506;1
100512;1
100513;1
100514;1
100691;1
100693;1
100705;1
100756;1
101621;1
107542;1
107543;1
107549;1
129362;1
129369;1
129380;1
129382;1
129389;1
129427;1
129432;1
129439;1
129440;1
129488;1
129506;1
129522;1
129524;1
129525;1
129527;1
129750;1
129763;1
133905;1
133917;1
133934;1
133952;1
133954;1
133955;1
133969;1
133970;1
133971;1
133972;1
133973;1
134107;1
136812;1
136813;1
136832;1
138952;1
139102;1
139124;1
139125;1
139154;1
139169;1
139175;1
139193;1
141892;1
141944;1
155952;1
160272;1
160353;1
161512;1
172972;1
174572;1
174592;1
175343;1
175477;1
175478;1
176525;1
176526;1
176527;1
176528;1
176529;1
176530;1
176531;1
176533;1
176534;1
176535;1
176536;1
176537;1
176540;1
176541;1
176542;1
176543;1
176544;1
176545;1
176550;1
176552;1
176554;1
176555;1
176560;1
176561;1
176562;1
176563;1
176564;1
176577;1
176578;1
176580;1
176581;1
176583;1
176584;1
176586;1
176587;1
176588;1
176589;1
176590;1
176591;1
176592;1
176593;1
176594;1
176595;1
176596;1
176597;1
176598;1
176599;1
176600;1
176601;1
176603;1
176604;1
176605;1
176606;1
176607;1
176608;1
176609;1
176611;1
176612;1
176613;1
176614;1
176615;1
176616;1
176617;1
176655;1
176904;1
176910;1
176911;1
176912;1
176913;1
176915;1
176924;1
176925;1
176926;1
176927;1
176928;1
176929;1
176930;1
176931;1
176932;1
176933;1
176934;1
176935;1
176936;1
176937;1
176938;1
176939;1
176940;1
176984;1
177150;1
177263;1
177264;1
177280;1
179177;1
179229;1
179230;1
179301;1
179626;1
179627;1
179645;1
179646;1
179647;1
179662;1
179663;1
179786;1
179787;1
179788;1
179789;1
179790;1
179791;1
179966;1
179967;1
179968;1
180122;1
180265;1
180266;1
180267;1
180347;1
180414;1
180448;1
180449;1
180615;1
180628;1
180629;1
180630;1
180653;1
180673;1
180682;1
180735;1
180736;1
180741;1
180793;1
180815;1
180816;1
180817;1
180865;1
180896;1
180929;1
180935;1
181190;1
181191;1
181193;1
181205;1
181295;1
181342;1
181386;1
181387;1
181432;1
181456;1
181551;1
181718;1
181728;1
181729;1
181730;1
181731;1
181792;1
181874;1
181875;1
181876;1
181877;1
182080;1
182247;1
182260;1
182316;1
182317;1
182318;1
182906;1
182907;1
182908;1
182909;1
182920;1
182921;1
182923;1
182924;1
182925;1
182926;1
182939;1
183038;1
183039;1
183040;1
183111;1
183112;1
183113;1
183115;1
183116;1
183117;1
183118;1
183128;1
183129;1
183263;1
183264;1
183265;1
183266;1
183267;1
183272;1
183340;1
183341;1
183342;1
183343;1
183497;1
183498;1
183499;1
183541;1
183542;1
183543;1
183614;1
183629;1
183630;1
183631;1
183632;1
183633;1
183634;1
183635;1
