GID;Repite
107118;1
107122;1
107152;1
107898;1
107906;1
114334;1
114335;1
114336;1
114339;1
114341;1
114342;1
114343;1
114344;1
114345;1
114348;1
114350;1
114352;1
114353;1
114359;1
114360;1
114361;1
114362;1
114367;1
114368;1
114373;1
114375;1
114384;1
114385;1
117951;1
117952;1
117963;1
118004;1
118005;1
120412;1
124072;1
124073;1
124074;1
124075;1
124076;1
124077;1
124078;1
124080;1
124081;1
124082;1
124083;1
124085;1
124103;1
124105;1
124106;1
124108;1
124109;1
124110;1
124117;1
124120;1
124122;1
124123;1
124124;1
124125;1
124126;1
124127;1
124128;1
124129;1
124130;1
124153;1
124154;1
124155;1
124156;1
124157;1
124158;1
124159;1
124160;1
124988;1
124989;1
124992;1
124997;1
125007;1
125008;1
125011;1
125016;1
125040;1
125041;1
125042;1
125043;1
125046;1
125047;1
125049;1
125050;1
125051;1
125052;1
125053;1
125054;1
125058;1
128193;1
130292;1
139199;1
139200;1
139201;1
139202;1
139209;1
139213;1
139217;1
139225;1
139241;1
139242;1
139243;1
139247;1
139249;1
139250;1
139255;1
139261;1
139265;1
139267;1
139268;1
139269;1
139270;1
139273;1
139282;1
144153;1
144172;1
145153;1
155492;1
155992;1
172312;1
172313;1
175766;1
176208;1
176309;1
176310;1
176312;1
176345;1
176367;1
176748;1
176749;1
176750;1
176752;1
176753;1
176754;1
176755;1
176756;1
176758;1
176759;1
176760;1
176761;1
176762;1
176777;1
176941;1
176942;1
176943;1
176944;1
176945;1
176946;1
176948;1
177006;1
177481;1
178938;1
179066;1
179067;1
179105;1
180206;1
180207;1
180359;1
180360;1
180361;1
180882;1
181036;1
181210;1
181507;1
181513;1
181518;1
181519;1
181524;1
181525;1
181526;1
181536;1
181537;1
181587;1
181620;1
181838;1
181839;1
181840;1
182266;1
182290;1
182936;1
183007;1
183507;1
