GID;Repite
105630;1
105631;1
105632;1
105678;1
105685;1
114386;1
114389;1
114390;1
114392;1
114394;1
114396;1
114400;1
114404;1
114407;1
114408;1
114411;1
114412;1
114413;1
114415;1
114416;1
114418;1
114420;1
114421;1
114423;1
114432;1
114433;1
114434;1
124985;1
125064;1
134631;1
134636;1
134638;1
134649;1
134695;1
134702;1
134703;1
134704;1
136174;1
137552;1
139472;1
139652;1
142641;1
155772;1
175343;1
176062;1
176348;1
176851;1
177386;1
177487;1
177490;1
177492;1
177494;1
177495;1
177496;1
177497;1
178725;1
180642;1
181240;1
181241;1
181249;1
181414;1
181828;1
182331;1
182920;1
183140;1
183365;1
183502;1
183547;1
