GID;Acumulacion_general
143752;6
181199;6
181200;6
181201;6
182154;6
102205;6
183347;6
183346;6
181203;6
181202;6
181350;6
102261;6
102215;6
104406;6
141965;6
183417;6
124334;6
179500;6
180839;6
124456;6
124416;6
126004;6
100465;6
100489;6
100500;6
182984;6
124459;6
124478;6
124460;6
124461;6
124463;6
124451;6
124452;6
100572;6
174912;6
181292;6
124466;6
124443;6
124442;6
124398;6
175491;6
124472;6
124471;6
124475;6
124431;6
180775;6
181355;6
124465;6
124404;6
181806;6
180204;6
180203;6
180709;6
125930;6
141575;6
141634;6
143715;6
183680;6
176325;6
124415;6
183339;6
141241;6
141240;6
141200;6
183330;6
183569;6
183705;6
141242;6
141239;6
141183;6
141182;6
141201;6
124647;6
179624;6
100566;6
100567;6
150652;6
180155;6
124468;6
124350;6
125272;6
166812;6
125988;6
100585;6
124540;6
126094;6
141343;6
176947;6
141342;6
180423;6
141308;6
141157;6
141154;6
180490;6
141284;6
177117;6
177129;6
124533;6
183743;6
141441;6
183395;6
183394;6
126016;6
100563;6
100564;6
100565;6
181197;6
180745;6
117974;6
178952;6
115790;6
182894;6
141925;6
141926;6
142038;6
141766;6
141412;6
141389;6
141434;6
116600;6
180256;6
129768;6
176125;6
176126;6
141354;6
124581;6
141442;6
116589;6
182932;6
141480;6
129679;6
129748;6
100562;6
129476;6
183274;6
177063;6
180706;6
116666;6
175912;6
141799;6
142054;6
183249;6
115711;6
104425;6
180691;6
140852;6
104376;6
104395;6
105365;6
182883;6
141803;6
116781;6
183229;6
116850;6
116769;6
179587;6
142158;6
124594;6
142168;6
141462;6
116755;6
183513;6
183514;6
179808;6
179812;6
142146;6
182020;6
116759;6
116823;6
126992;6
175347;6
129529;6
175032;6
124289;6
100646;6
141775;6
105307;6
180348;6
181717;6
100665;6
142685;6
141788;6
141738;6
141740;6
141739;6
181695;6
181696;6
182167;6
182120;6
182121;6
141690;6
141735;6
180004;6
172792;6
182322;6
102362;6
180604;6
141692;6
141691;6
141694;6
146372;6
142134;6
142590;6
142674;6
180787;6
142591;6
118105;6
105637;6
100683;6
124265;6
124183;6
124214;6
181487;6
176674;6
142588;6
181945;6
181944;6
142592;6
183592;6
182024;6
141745;6
141747;6
183618;6
101520;6
101524;6
101525;6
175423;6
181846;6
142395;6
145992;6
141678;6
182008;6
177511;6
107389;6
158279;6
124880;6
124140;6
124902;6
129673;6
124091;6
124230;6
100684;6
179317;6
124739;6
124740;6
124741;6
124743;6
124742;6
181694;6
181693;6
124746;6
180609;6
124809;6
124837;6
178963;6
181400;6
124856;6
176505;6
180651;6
105673;6
105639;6
181097;6
180050;6
138697;6
138705;6
124876;6
124944;6
147232;6
104353;6
179117;6
181988;6
101555;6
138732;6
124152;6
142252;6
142198;6
180766;6
