GID;Repite
100336;1
100339;1
100340;1
100341;1
100342;1
100343;1
100344;1
100345;1
100363;1
100364;1
100368;1
100369;1
100370;1
100373;1
100378;1
100379;1
100383;1
100389;1
100392;1
100394;1
100397;1
100398;1
100410;1
100418;1
100933;1
102316;1
107589;1
115744;1
115753;1
115761;1
115770;1
117157;1
117169;1
117185;1
117191;1
121513;1
124189;1
124190;1
124191;1
124214;1
124256;1
134173;1
138706;1
138708;1
138709;1
138721;1
138722;1
138736;1
138738;1
138741;1
142276;1
145352;1
161032;1
167152;1
167153;1
171492;1
176202;1
176347;1
177127;1
177128;1
177129;1
177131;1
177132;1
177134;1
177135;1
177252;1
180063;1
180984;1
181360;1
181361;1
181902;1
182107;1
182322;1
182337;1
182339;1
182343;1
182866;1
182867;1
182868;1
182869;1
182870;1
182881;1
182882;1
182883;1
182884;1
182885;1
182886;1
182887;1
182889;1
182910;1
182911;1
182912;1
182914;1
182915;1
182916;1
182917;1
182918;1
182919;1
183020;1
183494;1
183495;1
183548;1
183680;1
183686;1
183688;1
183689;1
183690;1
183691;1
