GID;Repite
101384;1
101386;1
101387;1
101388;1
101390;1
101391;1
101393;1
101394;1
101395;1
101396;1
101398;1
105315;1
105316;1
105317;1
105319;1
105364;1
107731;1
107773;1
107786;1
107837;1
124264;1
124265;1
125067;1
125292;1
125293;1
129365;1
138597;1
138874;1
138919;1
138921;1
142590;1
142599;1
142620;1
142636;1
142640;1
142641;1
142665;1
142666;1
147575;1
153033;1
154712;1
158940;1
163812;1
175097;1
175099;1
175295;1
175494;1
175758;1
176673;1
176902;1
179007;1
179050;1
179161;1
179203;1
179742;1
180284;1
180678;1
181208;1
181551;1
181767;1
181768;1
181769;1
182002;1
183269;1
183270;1
183600;1
183601;1
183602;1
