GID;Repite
100600;1
101512;1
101552;1
101553;1
101554;1
101601;1
101602;1
101604;1
101605;1
101606;1
101607;1
101616;1
102036;1
102134;1
115639;1
115674;1
117185;1
122312;1
124375;1
126032;1
126033;1
126034;1
126035;1
126036;1
126037;1
126038;1
126039;1
126041;1
126044;1
126045;1
126059;1
126060;1
126061;1
126062;1
126064;1
126065;1
126066;1
126067;1
126070;1
126072;1
126075;1
126083;1
126084;1
126085;1
126086;1
126087;1
126088;1
126089;1
126090;1
126091;1
126092;1
126093;1
126101;1
126102;1
126121;1
126124;1
126126;1
126127;1
126128;1
126130;1
126131;1
126133;1
126134;1
129372;1
129392;1
129449;1
134110;1
134111;1
134136;1
134138;1
134578;1
134603;1
138818;1
138819;1
138821;1
138822;1
138823;1
138851;1
138858;1
138892;1
138894;1
141978;1
142009;1
142309;1
143674;1
150877;1
152173;1
154112;1
159592;1
160392;1
160393;1
175923;1
176062;1
176621;1
177278;1
177297;1
177382;1
179260;1
179894;1
179986;1
180251;1
180925;1
180926;1
181197;1
181550;1
182084;1
182085;1
182240;1
182337;1
182870;1
182871;1
182872;1
182873;1
182877;1
182878;1
182879;1
182880;1
182888;1
182890;1
182891;1
182892;1
182893;1
182894;1
182895;1
182896;1
182897;1
182898;1
182899;1
182900;1
182901;1
182902;1
182903;1
182904;1
182905;1
182906;1
182907;1
182908;1
182909;1
182921;1
182923;1
182924;1
182925;1
182927;1
182928;1
182929;1
182930;1
183070;1
183071;1
183118;1
183144;1
183412;1
183415;1
183570;1
183811;1
183814;1
183942;1
183943;1
183997;1
183998;1
184215;1
184216;1
184222;1
184225;1
184226;1
