GID;Repite
105416;1
105417;1
105446;1
105450;1
105451;1
105453;1
129320;1
134076;1
134092;1
134617;1
134657;1
134669;1
134671;1
134706;1
134707;1
134708;1
137512;1
140932;1
141335;1
155798;1
160392;1
160393;1
161532;1
176379;1
176380;1
176383;1
176386;1
176388;1
176395;1
176396;1
176398;1
176399;1
176400;1
176404;1
176405;1
176409;1
176410;1
176411;1
176413;1
176417;1
176425;1
176900;1
179095;1
179192;1
179711;1
179712;1
179713;1
180772;1
181516;1
181607;1
181823;1
181829;1
181933;1
181934;1
182857;1
182858;1
183567;1
