GID;Repite
101562;1
101563;1
102152;1
102179;1
102181;1
102212;1
102213;1
102247;1
102248;1
102254;1
102255;1
124563;1
134029;1
135012;1
138724;1
138729;1
138738;1
138761;1
138762;1
138796;1
138797;1
139207;1
139222;1
139273;1
139290;1
141393;1
141442;1
142492;1
142493;1
142527;1
142529;1
142533;1
142534;1
142540;1
142541;1
142542;1
142582;1
142583;1
146173;1
146193;1
155517;1
160152;1
170372;1
176125;1
176550;1
176552;1
176554;1
176555;1
176556;1
176557;1
176558;1
176559;1
176560;1
176561;1
176562;1
176563;1
176564;1
176793;1
176794;1
176795;1
176796;1
176798;1
176799;1
176800;1
176801;1
176802;1
176803;1
176804;1
176805;1
176806;1
176807;1
176808;1
176810;1
176811;1
176812;1
176813;1
176814;1
176861;1
176862;1
177270;1
177405;1
177406;1
177407;1
177408;1
177409;1
177453;1
177454;1
180150;1
180153;1
180209;1
180265;1
181171;1
181173;1
181174;1
181220;1
181294;1
181521;1
181704;1
181720;1
181729;1
181731;1
181793;1
181839;1
181840;1
182226;1
182975;1
183014;1
183047;1
183207;1
183265;1
183266;1
183267;1
