GID;Repite
106917;1
106935;1
106936;1
106938;1
106948;1
106949;1
106950;1
106951;1
106952;1
106953;1
106954;1
106955;1
106957;1
107365;1
107367;1
107370;1
107375;1
107376;1
107377;1
107843;1
107844;1
107845;1
107852;1
107858;1
107859;1
107867;1
107870;1
107871;1
107872;1
107873;1
107876;1
107877;1
107878;1
107879;1
107880;1
107890;1
107891;1
107893;1
107895;1
114321;1
114386;1
114389;1
114390;1
114392;1
114394;1
114396;1
114400;1
114404;1
114407;1
114408;1
114411;1
114412;1
114413;1
114416;1
114420;1
114421;1
114423;1
114432;1
114434;1
114435;1
115639;1
118432;1
120132;1
124987;1
125031;1
125032;1
125034;1
125069;1
125797;1
125823;1
125873;1
125874;1
129478;1
129484;1
129521;1
129543;1
129675;1
129676;1
129678;1
129679;1
129681;1
129700;1
129701;1
129702;1
129717;1
129744;1
129745;1
129747;1
129748;1
129750;1
129751;1
129763;1
129768;1
129770;1
129772;1
129773;1
132018;1
136313;1
138952;1
141772;1
141836;1
147755;1
147756;1
147758;1
147759;1
150994;1
153472;1
165232;1
165752;1
167252;1
170172;1
172252;1
175394;1
175433;1
175434;1
175436;1
175694;1
175696;1
177263;1
177264;1
177342;1
177438;1
177487;1
177490;1
177492;1
177494;1
177495;1
177496;1
179000;1
179049;1
179290;1
179292;1
179972;1
180027;1
180113;1
180161;1
181272;1
181296;1
181449;1
181450;1
181452;1
181805;1
181951;1
181952;1
182869;1
183138;1
183139;1
183155;1
183156;1
183208;1
183224;1
183244;1
183245;1
183246;1
183365;1
183464;1
183637;1
183638;1
183800;1
183807;1
183808;1
