GID;Repite
102169;1
102193;1
102194;1
102197;1
104369;1
107741;1
107773;1
107828;1
107829;1
107831;1
107840;1
107841;1
134727;1
134736;1
134743;1
134771;1
134772;1
134784;1
134796;1
134797;1
134800;1
134801;1
134808;1
134822;1
138133;1
138408;1
138409;1
138472;1
138473;1
138474;1
138475;1
138476;1
138477;1
138478;1
138479;1
138480;1
143272;1
154712;1
156312;1
171552;1
175097;1
175494;1
175758;1
179076;1
179161;1
179203;1
179299;1
180220;1
180284;1
180341;1
180627;1
180678;1
180691;1
181157;1
181296;1
181297;1
181767;1
181768;1
181769;1
181938;1
181940;1
182246;1
183005;1
183151;1
183185;1
183209;1
183210;1
183211;1
183212;1
183294;1
