GID;Acumulacion_general
183994;6
182022;6
184289;6
100475;6
181784;6
142534;6
182876;6
114272;6
114433;6
114435;6
182901;6
102243;6
182890;6
154112;6
182930;6
182871;6
182870;6
182337;6
115698;6
141942;6
182916;6
182915;6
182343;6
140272;6
122072;6
101572;6
179031;6
142146;6
115713;6
115734;6
182889;6
182911;6
180984;6
101714;6
182294;6
183571;6
180973;6
183394;6
101706;6
102161;6
102205;6
180348;6
182154;6
102223;6
180155;6
177391;6
101719;6
183872;6
101720;6
105280;6
102261;6
180696;6
129773;6
129489;6
131974;6
138778;6
135232;6
152173;6
104366;6
141390;6
184104;6
141397;6
141358;6
141359;6
141552;6
141547;6
100461;6
183692;6
104376;6
140852;6
184193;6
104395;6
102198;6
115258;6
141445;6
180193;6
181755;6
141698;6
141444;6
153112;6
141443;6
141440;6
141442;6
184190;6
141396;6
141434;6
121532;6
129534;6
129529;6
132018;6
129496;6
129574;6
181626;6
184197;6
184196;6
178175;6
141238;6
141251;6
183361;6
141237;6
115699;6
115715;6
114511;6
184106;6
184107;6
184108;6
141448;6
142457;6
141226;6
182286;6
178104;6
180365;6
181846;6
142473;6
141152;6
179325;6
181886;6
129543;6
176126;6
181983;6
179775;6
105450;6
101872;6
141230;6
142461;6
176572;6
180688;6
181437;6
179763;6
105505;6
101941;6
101940;6
124581;6
124629;6
124642;6
142290;6
181186;6
115748;6
182279;6
183053;6
179847;6
124662;6
172612;6
181694;6
176789;6
176788;6
124735;6
124722;6
183826;6
156034;6
101916;6
129607;6
184366;6
181616;6
124075;6
184288;6
184054;6
184053;6
183234;6
176479;6
180724;6
179891;6
154619;6
179117;6
124981;6
125063;6
125021;6
182296;6
125004;6
180141;6
125048;6
129360;6
183933;6
182332;6
129382;6
129402;6
125041;6
180057;6
124932;6
100631;6
100630;6
181096;6
181098;6
124936;6
124880;6
124923;6
158279;6
124892;6
124961;6
124264;6
124199;6
175946;6
175945;6
100702;6
134452;6
142279;6
177369;6
176374;6
129244;6
129242;6
129250;6
129380;6
183282;6
181240;6
107033;6
129238;6
124129;6
176574;6
107922;6
184214;6
116781;6
116812;6
183121;6
100693;6
181342;6
124110;6
176370;6
124174;6
124230;6
159034;6
181270;6
183526;6
183514;6
183513;6
184227;6
184219;6
183548;6
183280;6
183279;6
184220;6
107377;6
129078;6
129069;6
184243;6
181250;6
115726;6
181259;6
184183;6
183029;6
142134;6
101557;6
100501;6
175768;6
100480;6
179069;6
179068;6
142008;6
101518;6
183073;6
184293;6
142640;6
142575;6
154995;5
142574;5
141762;5
141760;5
101573;5
141452;5
141539;5
141485;5
141481;5
141478;5
141479;5
141480;5
141546;5
179807;5
142099;5
184191;5
184218;5
184217;5
177469;5
134432;5
134433;5
184385;5
125851;5
125985;5
176322;5
176619;5
125871;5
134428;5
134434;5
134419;5
183373;5
166812;5
124298;5
124393;5
156133;5
134353;5
176841;5
134332;5
134337;5
134338;5
181989;5
177277;5
124285;5
124309;5
180612;5
180143;5
181293;5
183924;5
180610;5
183417;5
134393;5
137133;5
134318;5
135732;5
134316;5
134315;5
181706;5
181705;5
181252;5
124268;5
124396;5
124389;5
181234;5
176375;5
134421;5
134422;5
138758;5
138734;5
138787;5
181324;5
117163;5
117179;5
117178;5
117202;5
129627;5
183007;5
125044;5
134334;5
134336;5
134305;5
137154;5
134395;5
129606;5
179986;5
125026;5
179972;5
115650;5
115637;5
134394;5
181946;5
134306;5
134307;5
134327;5
137134;5
183023;5
179967;5
179962;5
183299;5
177301;5
183206;5
124665;5
124658;5
138784;5
138737;5
138785;5
138789;5
138790;5
138735;5
101918;5
183200;5
138786;5
179333;5
183301;5
129642;5
181960;5
138795;5
138763;5
138798;5
183207;5
138797;5
138796;5
124553;5
124554;5
138761;5
138724;5
138762;5
182199;5
138726;5
138759;5
138760;5
183022;5
134406;5
100532;5
101921;5
183052;5
183054;5
181931;5
181932;5
124546;5
124547;5
177085;5
155293;5
138801;5
138800;5
138764;5
183903;5
101956;5
130652;5
183812;5
124566;5
124567;5
183312;5
124668;5
134408;5
145032;5
134350;5
134313;5
181330;5
181632;5
181633;5
134348;5
134320;5
105462;5
181066;5
179782;5
181167;5
179764;5
124572;5
124574;5
179528;5
180311;5
181823;5
182020;5
183867;5
105509;5
105443;5
180616;5
101942;5
105417;5
105446;5
105413;5
134405;5
134365;5
134373;5
136534;5
134401;5
180733;5
134359;5
134392;5
141239;5
141242;5
141200;5
141240;5
141241;5
141182;5
141183;5
141320;5
100535;5
141594;5
141170;5
184305;5
182307;5
183881;5
102118;5
181849;5
102107;5
102106;5
102138;5
102113;5
102112;5
102033;5
102032;5
180925;5
180926;5
141331;5
141323;5
141254;5
141253;5
102413;5
129912;5
102119;5
150532;5
160512;5
102433;5
102412;5
141201;5
177453;5
177407;5
104428;5
141435;5
141486;5
141457;5
141458;5
181759;5
141543;5
141544;5
141541;5
181198;5
181150;5
181149;5
181151;5
158032;5
177394;5
177457;5
184375;5
105379;5
105365;5
181594;5
181593;5
105322;5
182243;5
105372;5
184334;5
105373;5
105310;5
105381;5
105254;5
105247;5
176136;5
141450;5
141453;5
141454;5
101718;5
101717;5
101723;5
182975;5
177406;5
177405;5
101722;5
101721;5
101642;5
182157;5
105282;5
180626;5
105375;5
180007;5
180269;5
180875;5
126078;5
141545;5
147052;5
141482;5
171412;5
141484;5
141511;5
141512;5
141509;5
141806;5
141796;5
141749;5
181375;5
181374;5
101648;5
101725;5
176254;5
101639;5
101638;5
101647;5
101651;5
183814;5
182156;5
101707;5
181796;5
101711;5
101710;5
105329;5
183072;5
182887;5
182873;5
182872;5
102371;5
183504;5
183505;5
183506;5
182079;5
182078;5
182077;5
101715;5
101565;5
101596;5
162055;5
176084;5
142577;5
154994;5
154993;5
142531;5
181078;5
142578;5
142498;5
142496;5
177474;5
114369;5
114377;5
142656;5
114328;5
141820;5
141771;5
141769;5
129133;5
129143;5
129136;5
129104;5
117206;5
142150;5
183955;5
101570;5
101569;5
101568;5
101567;5
101566;5
142639;5
142641;5
142509;5
142544;5
114451;4
102359;4
102354;4
102355;4
101524;4
101527;4
183564;4
184296;4
184295;4
165572;4
101555;4
101564;4
101563;4
101562;4
101612;4
174952;4
176317;4
142035;4
142034;4
141973;4
184246;4
184245;4
184244;4
184242;4
184240;4
184241;4
142057;4
142056;4
142055;4
142054;4
142028;4
101621;4
102364;4
180923;4
101616;4
101604;4
101603;4
101602;4
101601;4
177297;4
101614;4
158774;4
184153;4
184152;4
184298;4
184297;4
101525;4
177304;4
184300;4
184301;4
182886;4
182868;4
102360;4
102361;4
182958;4
182959;4
183293;4
101607;4
101606;4
101605;4
101624;4
183996;4
183995;4
102289;4
102288;4
102381;4
102380;4
102378;4
102362;4
102375;4
102374;4
175896;4
102358;4
182885;4
152474;4
115232;4
101530;4
101538;4
101537;4
182866;4
182884;4
182880;4
182869;4
182322;4
102316;4
102370;4
102277;4
102369;4
102368;4
179209;4
102367;4
179210;4
102366;4
102365;4
102290;4
182929;4
182339;4
182914;4
182912;4
182910;4
160392;4
182893;4
182892;4
182917;4
182918;4
182919;4
182920;4
182867;4
182883;4
182882;4
182881;4
101575;4
101517;4
101576;4
101516;4
101515;4
101581;4
101579;4
101578;4
101577;4
101584;4
101514;4
101561;4
182925;4
182926;4
182927;4
182928;4
182891;4
182888;4
182895;4
182894;4
182902;4
183071;4
182899;4
183070;4
182877;4
182878;4
182879;4
182923;4
184299;4
101534;4
163532;4
101532;4
182921;4
182924;4
182909;4
182908;4
182907;4
182906;4
182905;4
182904;4
182903;4
182900;4
182898;4
182897;4
182896;4
160393;4
183089;4
143752;4
183570;4
101554;4
166892;4
101536;4
183118;4
177392;4
183046;4
181202;4
182346;4
101592;4
183119;4
101583;4
101582;4
101585;4
180227;4
101591;4
101590;4
182293;4
101512;4
101552;4
101553;4
135012;4
181294;4
