GID;Repite
100691;1
100693;1
102154;1
102165;1
102247;1
102255;1
102260;1
107277;1
107278;1
107281;1
107282;1
107283;1
115646;1
115647;1
115648;1
115655;1
115679;1
125053;1
125918;1
129569;1
134046;1
134512;1
134513;1
134583;1
134993;1
136892;1
138385;1
138473;1
138860;1
138862;1
138868;1
142055;1
142056;1
142057;1
142617;1
142618;1
142633;1
156152;1
166732;1
172012;1
176529;1
178966;1
179018;1
179019;1
179120;1
181171;1
181173;1
181174;1
181201;1
181239;1
181245;1
181246;1
182101;1
182124;1
182144;1
182149;1
182927;1
182928;1
182929;1
182930;1
183517;1
183519;1
183520;1
183523;1
