GID;Repite
100562;1
100563;1
100564;1
100578;1
100579;1
101642;1
104417;1
104428;1
107498;1
107501;1
107843;1
107844;1
107852;1
107858;1
107859;1
107864;1
107865;1
107866;1
107867;1
107868;1
107870;1
107871;1
107872;1
107873;1
107878;1
107879;1
107880;1
107890;1
107891;1
107893;1
107895;1
114299;1
114308;1
114328;1
129647;1
129650;1
129651;1
129652;1
129669;1
131472;1
134165;1
134166;1
138347;1
138360;1
138361;1
138368;1
139094;1
139096;1
139102;1
139119;1
139124;1
139125;1
139129;1
139135;1
139138;1
139154;1
139163;1
139164;1
139165;1
139168;1
139175;1
139183;1
139193;1
141683;1
141944;1
142615;1
148975;1
158692;1
160272;1
169132;1
173033;1
175433;1
175434;1
175436;1
175694;1
175696;1
176652;1
179124;1
179257;1
179301;1
180093;1
180113;1
180435;1
180439;1
180636;1
180637;1
180739;1
180741;1
180801;1
180929;1
181176;1
181190;1
181191;1
181456;1
181538;1
181539;1
181662;1
181663;1
181664;1
181805;1
181952;1
182133;1
183016;1
183088;1
183138;1
183139;1
183637;1
183638;1
183800;1
183982;1
184061;1
184062;1
184109;1
184312;1
184355;1
184418;1
184453;1
184454;1
184455;1
184464;1
184465;1
