GID;Acumulacion_general
181292;6
124880;6
101872;6
183657;6
129104;6
181720;6
181112;6
114326;6
181117;6
183562;6
184189;6
171572;6
171372;6
180380;6
141760;6
141769;6
141771;6
142474;6
124936;6
181096;6
100483;6
114360;6
143412;6
138458;6
138459;6
138425;6
182968;6
161734;6
182306;6
138426;6
138502;6
184453;6
100435;6
100463;6
177197;6
114511;6
114527;6
151712;6
138442;6
138420;6
138419;6
138418;6
138421;6
138499;6
138498;6
138497;6
138500;6
183038;6
177279;6
183366;6
114411;6
182332;6
114398;6
138469;6
176304;6
138470;6
138468;6
138416;6
138414;6
138489;6
138491;6
138490;6
138494;6
181198;6
179798;6
182089;6
181097;6
124932;6
180057;6
141754;6
180662;6
125042;6
138439;6
138440;6
138483;6
138486;6
138487;6
184256;6
138411;6
181787;6
182061;6
183477;6
183474;6
183476;6
138505;6
125044;6
125272;6
124149;6
166812;6
125036;6
141820;6
101660;6
175347;6
181846;6
141674;6
180365;6
141715;6
141698;6
142320;6
141749;6
141774;6
134719;6
134623;6
115735;6
115762;6
179310;6
181365;6
124991;6
125048;6
184198;6
180392;6
141793;6
134241;6
182123;6
134214;6
134213;6
183367;6
134298;6
134219;6
134266;6
134300;6
176267;6
134299;6
172112;6
126067;6
182302;6
105378;6
134239;6
100599;6
183037;6
114451;6
181259;6
181250;6
134202;6
181905;6
184111;6
100543;6
115783;6
156772;6
115785;6
115745;6
134593;6
100597;6
140332;6
125014;6
101940;6
101941;6
101942;6
125016;6
125004;6
182296;6
133971;6
133972;6
129662;6
129574;6
135232;6
176347;6
142290;6
175104;6
175105;6
141979;6
181999;6
184126;6
124435;6
134212;6
181204;6
124438;6
124443;6
124442;6
124398;6
175491;6
124396;6
124473;6
124472;6
169772;6
115750;6
115758;6
184224;6
124469;6
124475;6
124476;6
115763;6
115775;6
115779;6
115780;6
115786;6
180724;6
179224;6
115737;6
100630;6
157052;6
124415;6
183823;6
147075;6
133967;6
142489;6
184239;6
133903;6
184106;6
183643;6
141157;6
141467;6
141471;6
115739;6
174072;6
115742;6
115743;6
115766;6
175393;6
115774;6
175358;6
182279;6
115748;6
115757;6
115764;6
115787;6
141529;6
141528;6
100631;6
184325;6
180783;6
147032;6
141460;6
141517;6
124468;6
184183;6
101922;6
142685;6
101916;6
142134;6
142150;6
142100;6
142098;6
184218;6
101918;6
183812;6
101903;6
134270;6
125038;6
124990;6
141595;6
184164;6
115741;6
115767;6
115768;6
141496;6
141495;6
183599;6
141521;6
141490;6
184163;6
141434;6
184190;6
158279;6
130652;6
141442;6
133905;6
133934;6
