GID;Repite
101334;1
101366;1
101372;1
101402;1
101404;1
101406;1
101409;1
101410;1
101420;1
101421;1
101423;1
101424;1
101425;1
101428;1
101435;1
104852;1
115753;1
115761;1
115770;1
124254;1
124304;1
125857;1
125858;1
125859;1
125861;1
134415;1
134484;1
138517;1
138519;1
138520;1
138569;1
138602;1
138603;1
138604;1
138607;1
138609;1
139094;1
139096;1
139119;1
139129;1
139135;1
139138;1
139162;1
139163;1
139164;1
139165;1
139168;1
141396;1
141435;1
141732;1
141972;1
146012;1
148975;1
150072;1
156533;1
157912;1
163732;1
169812;1
174492;1
175417;1
175899;1
176073;1
176652;1
177031;1
177384;1
179188;1
179336;1
180823;1
180940;1
181108;1
181109;1
181110;1
181360;1
181361;1
181538;1
181597;1
181662;1
181663;1
181664;1
181665;1
181914;1
182052;1
182067;1
182873;1
183177;1
183268;1
183608;1
184000;1
184032;1
184038;1
184061;1
184062;1
184148;1
184432;1
184450;1
184457;1
184458;1
184459;1
184460;1
184465;1
184466;1
184467;1
184476;1
184477;1
184478;1
184479;1
184480;1
