GID;Repite
100473;1
100515;1
102154;1
102165;1
102211;1
102256;1
102260;1
107301;1
107302;1
107303;1
107304;1
107305;1
107306;1
107748;1
107827;1
107843;1
107844;1
107845;1
107852;1
107870;1
107871;1
107872;1
107873;1
107876;1
107877;1
107878;1
107893;1
107895;1
116672;1
116736;1
124348;1
124372;1
124982;1
124983;1
124984;1
124985;1
124986;1
125028;1
125064;1
129535;1
134000;1
134001;1
134006;1
134007;1
134010;1
134014;1
134021;1
134040;1
134041;1
134042;1
134043;1
134044;1
134045;1
134046;1
134058;1
134063;1
134070;1
134074;1
134083;1
134084;1
134209;1
134210;1
134211;1
134212;1
134213;1
134214;1
134219;1
134256;1
134257;1
134258;1
134261;1
134266;1
134269;1
134270;1
134274;1
134284;1
134285;1
134289;1
134291;1
134293;1
134297;1
134298;1
134299;1
134300;1
134317;1
134322;1
134323;1
134324;1
134328;1
134330;1
134357;1
134358;1
134366;1
134367;1
134368;1
134369;1
134374;1
134387;1
134388;1
134736;1
134993;1
136892;1
136912;1
136972;1
137072;1
137074;1
137075;1
137076;1
137092;1
138517;1
138602;1
138603;1
138604;1
138609;1
138818;1
138822;1
138823;1
138825;1
138826;1
138829;1
138830;1
138832;1
138839;1
138840;1
138841;1
138843;1
138853;1
138854;1
138894;1
138895;1
138896;1
138897;1
138904;1
139102;1
139124;1
139125;1
139154;1
139175;1
139193;1
139209;1
139211;1
139212;1
139213;1
139217;1
139225;1
139232;1
139234;1
139249;1
139250;1
139253;1
139254;1
139255;1
139261;1
139265;1
139267;1
139268;1
139269;1
139270;1
139271;1
139282;1
139283;1
139732;1
142047;1
142173;1
142174;1
142175;1
142179;1
142180;1
142181;1
142187;1
142188;1
142189;1
142191;1
142194;1
142195;1
142198;1
142199;1
142201;1
142203;1
142205;1
142207;1
142209;1
142215;1
142216;1
142219;1
142223;1
142224;1
142226;1
142228;1
142229;1
142230;1
142234;1
142236;1
142238;1
142246;1
142247;1
142248;1
142249;1
142250;1
142251;1
142252;1
142254;1
142255;1
142256;1
142257;1
142258;1
142261;1
142265;1
142268;1
142269;1
142270;1
142276;1
142277;1
142278;1
143674;1
144153;1
144172;1
145053;1
145072;1
145092;1
145732;1
145772;1
145833;1
145852;1
145872;1
145892;1
145912;1
145932;1
148092;1
150292;1
150293;1
155492;1
155819;1
157912;1
159832;1
160272;1
160652;1
161032;1
161252;1
161433;1
163552;1
164053;1
169972;1
171653;1
171772;1
172112;1
173452;1
175399;1
175400;1
175402;1
175405;1
175436;1
175694;1
176233;1
176236;1
176237;1
176238;1
176267;1
176300;1
176301;1
176330;1
176512;1
176723;1
176724;1
177086;1
177401;1
177436;1
178967;1
179181;1
179182;1
179694;1
179783;1
179784;1
179786;1
179787;1
179788;1
179789;1
179790;1
179791;1
180058;1
180063;1
180107;1
180113;1
180156;1
180198;1
180276;1
180298;1
180371;1
180427;1
180590;1
180591;1
180592;1
180593;1
180726;1
180727;1
180731;1
180741;1
180766;1
180844;1
181190;1
181191;1
181210;1
181248;1
181323;1
181339;1
181402;1
181403;1
181404;1
181405;1
181411;1
181457;1
181507;1
181513;1
181524;1
181526;1
181536;1
181537;1
181596;1
181614;1
181636;1
181737;1
181738;1
181745;1
181748;1
181749;1
181750;1
181751;1
181753;1
181805;1
181896;1
181897;1
182038;1
182052;1
182123;1
182282;1
182290;1
182302;1
182936;1
182971;1
182986;1
182987;1
182988;1
182989;1
183026;1
183416;1
183418;1
183481;1
183482;1
183483;1
183484;1
183485;1
183487;1
183488;1
183489;1
183491;1
183557;1
183558;1
183620;1
183621;1
183622;1
183696;1
183756;1
183804;1
183805;1
183806;1
183838;1
183839;1
183870;1
183904;1
183905;1
184136;1
184148;1
184224;1
