GID;Repite
101920;1
101936;1
101937;1
101965;1
105310;1
105322;1
105329;1
105367;1
105372;1
105373;1
105379;1
105932;1
105933;1
107723;1
107838;1
107839;1
107843;1
107844;1
107852;1
107870;1
107871;1
107872;1
107873;1
107878;1
107893;1
107895;1
125809;1
125836;1
125837;1
125841;1
134256;1
134257;1
134284;1
134285;1
134291;1
134293;1
134785;1
134791;1
134820;1
134823;1
134824;1
138324;1
138455;1
138508;1
138517;1
138527;1
138591;1
138604;1
138609;1
139162;1
140852;1
155819;1
157912;1
159832;1
160512;1
162332;1
162352;1
167233;1
169552;1
169812;1
169972;1
171552;1
171972;1
173452;1
175436;1
175694;1
176512;1
176949;1
179028;1
179181;1
179182;1
179710;1
179711;1
179712;1
179713;1
179745;1
179832;1
179833;1
179834;1
179835;1
179836;1
180113;1
180276;1
180298;1
181392;1
181636;1
181805;1
182052;1
182063;1
183186;1
183187;1
183540;1
183993;1
184032;1
184037;1
184052;1
184148;1
184334;1
184372;1
184375;1
184418;1
