GID;Repite
100670;1
101384;1
101386;1
101387;1
101388;1
101390;1
102163;1
102210;1
102236;1
102238;1
102240;1
102242;1
102243;1
102244;1
102245;1
107395;1
107398;1
107400;1
107413;1
107415;1
107416;1
107421;1
107422;1
107455;1
107463;1
107467;1
107468;1
107474;1
107723;1
107731;1
107751;1
107782;1
107822;1
107838;1
107839;1
107842;1
114401;1
114492;1
114493;1
114495;1
114522;1
114523;1
114530;1
115698;1
116688;1
116733;1
124977;1
124994;1
125293;1
133632;1
134586;1
134633;1
134650;1
138052;1
138054;1
138448;1
138649;1
138650;1
138651;1
138653;1
138654;1
138674;1
138675;1
138699;1
138702;1
138703;1
138704;1
138706;1
138707;1
138708;1
138709;1
138710;1
138711;1
138714;1
138715;1
138717;1
138781;1
138818;1
138819;1
138822;1
140432;1
143674;1
153033;1
154352;1
161872;1
167792;1
173592;1
173812;1
175099;1
175295;1
175481;1
176304;1
176673;1
177185;1
177278;1
177313;1
177314;1
177351;1
177402;1
177403;1
177404;1
177416;1
179007;1
179159;1
179160;1
179238;1
180760;1
181123;1
181124;1
181462;1
181463;1
181617;1
181618;1
181986;1
182007;1
182090;1
182201;1
183085;1
183089;1
183194;1
183195;1
183197;1
183252;1
183253;1
183269;1
183270;1
183575;1
183594;1
183636;1
183999;1
184040;1
184057;1
184083;1
