GID;Repite
105602;1
105603;1
107446;1
107473;1
107843;1
107844;1
107845;1
107852;1
107856;1
107858;1
107859;1
107861;1
107864;1
107865;1
107866;1
107867;1
107868;1
107869;1
107870;1
107871;1
107872;1
107873;1
107876;1
107877;1
107878;1
107879;1
107880;1
107883;1
107884;1
107885;1
107890;1
107891;1
107893;1
107895;1
118032;1
129089;1
129129;1
129130;1
129131;1
129132;1
129133;1
129136;1
129138;1
129143;1
134011;1
134317;1
134318;1
134320;1
134359;1
134365;1
134369;1
134373;1
134392;1
134401;1
134405;1
134406;1
134416;1
134429;1
134453;1
134454;1
134455;1
134483;1
134518;1
134520;1
134521;1
134540;1
134546;1
134558;1
134584;1
134585;1
134586;1
134587;1
134589;1
134598;1
134611;1
134612;1
135732;1
135832;1
136534;1
137492;1
138382;1
138406;1
139094;1
139096;1
139129;1
139135;1
139138;1
139170;1
144972;1
148975;1
150613;1
152294;1
155022;1
155024;1
155312;1
163832;1
165032;1
168492;1
174372;1
174392;1
175433;1
175434;1
175436;1
175694;1
175696;1
177322;1
177504;1
179124;1
180113;1
180146;1
180201;1
180211;1
180302;1
180604;1
180733;1
180868;1
181538;1
181662;1
181663;1
181664;1
181724;1
181805;1
181952;1
182292;1
183022;1
183107;1
183138;1
183139;1
183167;1
183636;1
183637;1
183638;1
183800;1
183982;1
184061;1
184062;1
