GID;Acumulacion_general
180375;6
181998;6
102263;6
179154;6
124767;6
124766;6
134993;6
183057;6
101916;6
101918;6
138813;6
184057;6
183298;6
183296;6
138778;6
176246;6
102165;6
179224;6
141698;6
105381;6
105310;6
115739;6
174072;6
105345;6
183323;6
101666;6
182294;6
101714;6
124768;6
105307;6
181624;6
176133;6
184007;6
180724;6
129674;6
179198;6
172452;6
124735;6
172612;6
101715;6
107740;6
125031;6
183867;6
101518;6
101388;6
102192;6
118592;6
134719;6
129744;6
101681;6
184121;6
184122;6
142273;6
142371;6
101678;6
100465;6
134596;6
125965;6
181198;6
124642;6
181637;6
124662;6
147532;6
125985;6
124867;6
124869;6
124868;6
117832;6
126004;6
183394;6
182101;6
125988;6
105365;6
171653;6
125048;6
104395;6
131454;6
180644;6
182902;6
134366;6
134391;6
170472;6
170452;6
179129;6
180365;6
100621;6
100424;6
102214;6
180859;6
143272;6
183073;6
179117;6
129607;6
155552;6
101972;6
101907;6
160412;6
129606;6
102256;6
129602;6
142752;6
164878;6
142753;6
115796;6
124578;6
183351;6
124514;6
176126;6
129343;6
124581;6
184128;6
101596;6
102205;6
102161;6
183993;6
141749;6
102193;6
102154;6
102227;6
142457;6
142461;6
129648;6
182905;6
102169;6
102261;6
180155;6
100683;6
182154;6
184054;6
183480;6
183329;6
181350;6
183826;6
106892;6
172132;6
100701;6
141851;6
141890;6
141877;6
141879;6
141899;6
141900;6
181999;6
141904;6
141826;6
141895;6
141896;6
141855;6
141881;6
183553;6
141897;6
141878;6
183441;6
141857;6
141921;6
183571;6
141901;6
141903;6
141946;6
141950;6
183585;6
167452;6
142008;6
125004;6
182296;6
125021;6
181625;6
125014;6
125016;6
125044;6
125007;6
142591;6
181944;6
142575;6
183971;6
142656;6
142685;6
129411;6
184082;6
184081;6
184080;6
184079;6
129380;6
129382;6
129207;6
124936;6
181098;6
181096;6
183029;6
179830;6
181847;6
129104;6
184030;6
129125;6
129143;6
129214;6
129209;6
129080;6
184031;6
108372;6
142134;6
142096;6
184064;6
124932;6
124934;6
177475;6
179587;6
179668;6
142068;6
154632;6
124961;6
124892;6
142078;6
114367;6
114375;6
114397;6
179987;6
179993;6
179997;6
177495;6
179985;6
180583;6
184075;6
184034;6
125893;6
125796;6
169392;6
118086;6
179048;6
114415;6
180994;6
118832;6
114315;6
177479;6
114246;6
183366;6
114511;6
116781;6
183229;6
183413;6
183274;6
180143;6
180612;6
124309;6
124285;6
124389;6
181008;6
182984;6
124301;6
124443;6
124442;6
124396;6
124473;6
124472;6
183368;6
183367;6
181292;6
125272;6
166812;6
181293;6
124392;6
124391;6
124336;6
124390;6
124435;6
116693;6
124471;6
179036;6
124469;6
124466;6
141442;6
175912;6
184067;6
184066;6
141434;6
141154;6
183900;6
183901;6
183569;6
116617;6
184069;6
116647;6
