GID;Repite
100242;1
100243;1
100293;1
100295;1
100296;1
100427;1
100452;1
100465;1
100503;1
101714;1
101715;1
101722;1
102163;1
102210;1
102240;1
102242;1
102243;1
102245;1
115737;1
116823;1
124404;1
124464;1
124465;1
124466;1
129675;1
129676;1
129679;1
129681;1
129744;1
129751;1
129768;1
129770;1
129772;1
129773;1
131093;1
136313;1
137752;1
137812;1
142404;1
142405;1
142437;1
142438;1
142439;1
142441;1
142462;1
142463;1
142508;1
143992;1
166352;1
170172;1
173852;1
177296;1
179224;1
179668;1
179682;1
179820;1
179821;1
179822;1
179823;1
179824;1
179825;1
179827;1
179830;1
179840;1
179860;1
179927;1
179957;1
179976;1
179987;1
179996;1
179997;1
179998;1
180007;1
180159;1
180225;1
180922;1
181217;1
182876;1
183008;1
183038;1
183039;1
183040;1
183087;1
183155;1
183156;1
183921;1
