dia_viaje,circuito,posicion,levantado,porcentaje_llenado,motivo_no_levante,contenedor_activo,condiciones_contenedor,id_viaje,turno,fecha_pasaje,numero_caja,contenedor_gid,the_geom,ubicacion,prioridad
2026-03-07,B_05,1,S,25,,S,,48402,Matutino,2026-03-07 04:43:21,,178078,"POINT (  574543.289270430,   6136380.57580249)",DR JAVIER BARRIOS AMORIN 973 EN 961/ 973 EN 961/ 973,0
2026-03-07,B_05,2,S,25,,S,,48402,Matutino,2026-03-07 04:41:13,,178079,"POINT (  574533.522677510,   6136509.62627427)",DR JAVIER BARRIOS AMORIN 1043 FTE 1050 FTE 1050,0
2026-03-07,B_05,3,S,50,,S,,48402,Matutino,2026-03-07 04:40:28,,178080,"POINT (  574543.955080200,   6136540.72877707)",DR JAVIER BARRIOS AMORIN 1058 ,0
2026-03-07,B_05,4,S,25,,S,,48402,Matutino,2026-03-07 04:43:16,,178081,"POINT (  574532.631330110,   6136705.78671268)",DR JAVIER BARRIOS AMORIN 1144 ,0
2026-03-07,B_05,5,S,25,,S,,48402,Matutino,2026-03-07 04:43:11,,178082,"POINT (  574532.429003420,   6136708.22440847)",DR JAVIER BARRIOS AMORIN 1146 EN 1144/1146 EN 1144/1146,0
2026-03-07,B_05,6,S,25,,S,,48402,Matutino,2026-03-07 04:43:07,,178083,"POINT (  574521.581635440,   6136817.42784860)",DR JAVIER BARRIOS AMORIN Esq. CANELONES PDO 1192. ESQ SORIANO PDO 1192. ESQ SORIANO,0
2026-03-07,B_05,7,S,50,,S,,48402,Matutino,2026-03-07 04:46:23,,178084,"POINT (  574516.279871280,   6136885.29042985)",DR JAVIER BARRIOS AMORIN 1223 FTE 1225. MURO FTE 1225. MURO,0
2026-03-07,B_05,8,S,25,,S,,48402,Matutino,2026-03-07 03:40:20,,178085,"POINT (  574500.223850890,   6136949.24213544)",DR JAVIER BARRIOS AMORIN 1251 FTE 1251. ARBOL/ARBOL FTE 1251. ARBOL/ARBOL,0
2026-03-07,B_05,9,S,25,,S,,48402,Matutino,2026-03-07 03:16:12,,179497,"POINT (  574491.974214680,   6137134.00837565)",CONSTITUYENTE 1459 EN 1459. VEREDA EN 1459. VEREDA,0
2026-03-07,B_05,10,S,25,,S,,48402,Matutino,2026-03-07 03:16:15,,178086,"POINT (  574491.803566210,   6137135.77174311)",CONSTITUYENTE 1459 EN 1459. VEREDA EN 1459. VEREDA,0
2026-03-07,B_05,11,S,25,,S,,48402,Matutino,2026-03-07 03:16:21,,178087,"POINT (  574491.519152110,   6137137.42134494)",CONSTITUYENTE 1459 EN 1459. VEREDA EN 1459. VEREDA,0
2026-03-07,B_05,12,S,100,,S,Basura Afuera,48402,Matutino,2026-03-07 03:13:21,,178088,"POINT (  574612.908703640,   6137187.04609241)",VAZQUEZ 1385 EN 1385. FTE 1390 EN 1385. FTE 1390,0
2026-03-07,B_05,13,S,50,,S,,48402,Matutino,2026-03-07 03:13:27,,178089,"POINT (  574613.787548580,   6137185.66505035)",VAZQUEZ 1385 EN 1385. FTE 1390 EN 1385. FTE 1390,0
2026-03-07,B_05,14,S,100,,S,,48402,Matutino,2026-03-07 03:13:31,,179574,"POINT (  574614.387420920,   6137184.16459404)",VAZQUEZ 1385 EN 1385. FTE 1390 EN 1385. FTE 1390,0
2026-03-07,B_05,15,S,25,,S,,48402,Matutino,2026-03-07 03:47:00,,179003,"POINT (  574625.751855210,   6137010.45180982)",Q F ANDRES MARTINEZ TRUEBA 1278 ,0
2026-03-07,B_05,16,S,50,,S,,48402,Matutino,2026-03-07 03:47:53,,178091,"POINT (  574620.378885680,   6136925.08752365)",Q F ANDRES MARTINEZ TRUEBA 1227 EN 1245 EN 1245,0
2026-03-07,B_05,17,S,25,,S,,48402,Matutino,2026-03-07 03:49:47,,178092,"POINT (  574626.405251030,   6136856.97704028)",Q F ANDRES MARTINEZ TRUEBA 1204 FTE 1206 FTE 1206,0
2026-03-07,B_05,18,S,25,,S,,48402,Matutino,2026-03-07 03:57:14,,178093,"POINT (  574635.005376580,   6136755.09380110)",Q F ANDRES MARTINEZ TRUEBA 1151 FTE 1058 FTE 1058,0
2026-03-07,B_05,19,S,25,,S,,48402,Matutino,2026-03-07 03:55:09,,178094,"POINT (  574657.119499790,   6136610.14618497)",Q F ANDRES MARTINEZ TRUEBA 1078 FTE 1089 FTE 1089,0
2026-03-07,B_05,20,S,25,,S,,48402,Matutino,2026-03-07 04:30:09,,178095,"POINT (  574656.988692100,   6136608.11419955)",Q F ANDRES MARTINEZ TRUEBA 1089 FTE 1089 FTE 1089,0
2026-03-07,B_05,21,S,100,,S,,48402,Matutino,2026-03-07 04:33:16,,179083,"POINT (  574654.088866850,   6136509.70773705)",Q F ANDRES MARTINEZ TRUEBA 1041 FTE 1042 FTE 1042,0
2026-03-07,B_05,22,S,50,,S,,48402,Matutino,2026-03-07 04:36:53,,178098,"POINT (  574699.522202130,   6136345.61326538)",AV GONZALO RAMIREZ 1513 EN 1510/1520 EN 1510/1520,0
2026-03-07,B_05,23,S,25,,S,,48402,Matutino,2026-03-07 04:39:31,,178099,"POINT (  574767.159351350,   6136232.74929699)",SALTO Esq. CEBOLLATI (*) (*),0
2026-03-07,B_05,24,S,25,,S,,48402,Matutino,2026-03-07 04:10:14,,179496,"POINT (  574692.538333270,   6136263.63115198)",DR CARLOS MARIA MORALES Esq. CEBOLLATI EN 926 EN 926,0
2026-03-07,B_05,25,S,25,,S,,48402,Matutino,2026-03-07 04:10:40,,178100,"POINT (  574655.647496200,   6136288.86924437)",DR CARLOS MARIA MORALES Esq. CEBOLLATI EN 932 EN 932,0
2026-03-07,B_05,26,S,25,,S,,48402,Matutino,2026-03-07 04:11:15,,179493,"POINT (  574652.739212110,   6136290.49869749)",AV GONZALO RAMIREZ Esq. Q F ANDRES MARTINEZ TRUEBA EN 932 EN 932,0
2026-03-07,B_05,27,S,50,,S,,48402,Matutino,2026-03-07 04:16:18,,178102,"POINT (  574627.252708660,   6136341.97390151)",AV GONZALO RAMIREZ 1485 FTE 1485 FTE 1485,0
2026-03-07,B_05,28,S,25,,S,,48402,Matutino,2026-03-07 04:08:03,,178103,"POINT (  574773.517617650,   6136293.76297872)",SALTO 918 FTE 913 FTE 913,0
2026-03-07,B_05,29,S,25,,S,,48402,Matutino,2026-03-07 07:00:14,,178104,"POINT (  574897.683822960,   6136222.28390418)",DR LORENZO CARNELLI 896 (*) (*),0
2026-03-07,B_05,30,S,50,,S,,48402,Matutino,2026-03-07 06:59:53,,178105,"POINT (  575102.867057990,   6136246.53388381)",MAGALLANES 895 (*) (*),0
2026-03-07,B_05,31,S,50,,S,,48402,Matutino,2026-03-07 06:59:58,,178106,"POINT (  575103.185163830,   6136244.09507229)",MAGALLANES 895 (*) (*),0
2026-03-07,B_05,32,S,25,,S,,48402,Matutino,2026-03-07 07:00:08,,178107,"POINT (  574893.040530400,   6136399.97766800)",DR LORENZO CARNELLI 962 EN 964/MURO EN 964/MURO,0
2026-03-07,B_05,33,S,50,,S,,48402,Matutino,2026-03-07 06:57:56,,178108,"POINT (  574892.852206480,   6136401.35871005)",DR LORENZO CARNELLI 962 EN 964/MURO EN 964/MURO,0
2026-03-07,B_05,34,S,25,,S,,48402,Matutino,2026-03-07 06:58:00,,178109,"POINT (  574876.907448160,   6136465.82826436)",DR LORENZO CARNELLI 1005 EN 1005 EN 1005,0
2026-03-07,B_05,35,S,25,,S,,48402,Matutino,2026-03-07 03:59:16,,178110,"POINT (  574866.361308800,   6136721.66630581)",DR LORENZO CARNELLI 1164 ,0
2026-03-07,B_05,36,S,50,,S,,48402,Matutino,2026-03-07 03:59:19,,178111,"POINT (  574866.110210250,   6136722.63931271)",DR LORENZO CARNELLI 1164 ,0
2026-03-07,B_05,37,S,25,,S,,48402,Matutino,2026-03-07 04:58:36,,178112,"POINT (  574963.097027580,   6136786.98331774)",MINAS 1159 FTE 1159 FTE 1159,0
2026-03-07,B_05,38,S,25,,S,,48402,Matutino,2026-03-07 04:58:39,,179572,"POINT (  574962.902490680,   6136790.33001210)",MINAS 1159 FTE 1159 FTE 1159,0
2026-03-07,B_05,39,S,50,,S,,48402,Matutino,2026-03-07 05:02:16,,178113,"POINT (  574952.986185170,   6136912.06433886)",MINAS 1226 ,0
2026-03-07,B_05,40,S,25,,S,,48402,Matutino,2026-03-07 05:03:02,,179491,"POINT (  574946.650072150,   6136991.25199321)",MINAS 1258 FTE 1259 FTE 1259,0
2026-03-07,B_05,41,S,25,,S,,48402,Matutino,2026-03-07 05:06:01,,180346,"POINT (  574955.327155120,   6137088.34543464)",MINAS 1318 EN 1324 EN 1324,0
2026-03-07,B_05,42,S,50,,S,,48402,Matutino,2026-03-07 07:58:20,,178114,"POINT (  574909.915188390,   6137257.74687802)",MINAS 1401 EN 1402 EN 1402,0
2026-03-07,B_05,43,S,25,,S,,48402,Matutino,2026-03-07 07:58:24,,178115,"POINT (  574908.451366220,   6137260.60231477)",MINAS 1401 EN 1402 EN 1402,0
2026-03-07,B_05,44,S,50,,S,,48402,Matutino,2026-03-07 06:56:53,,180654,"POINT (  575050.842470150,   6136962.49657320)",MAGALLANES 1222 ,0
2026-03-07,B_05,45,S,50,,S,,48402,Matutino,2026-03-07 06:57:07,,180655,"POINT (  575051.060335080,   6136960.97151874)",MAGALLANES 1222 ,0
2026-03-07,B_05,46,S,25,,S,,48402,Matutino,2026-03-07 06:57:11,,178116,"POINT (  575054.029806460,   6136920.17423715)",MAGALLANES 1215 FTE 1215. FTE 1215.,0
2026-03-07,B_05,47,S,25,,S,,48402,Matutino,2026-03-07 05:12:00,,178117,"POINT (  575054.154565850,   6136916.04039927)",MAGALLANES 1215 FTE 1215. FTE 1215.,0
2026-03-07,B_05,48,S,50,,S,,48402,Matutino,2026-03-07 05:12:05,,182178,"POINT (  575046.992687150,   6136851.00149318)",MAGALLANES 1191 ANTES 1185 ANTES 1185,0
2026-03-07,B_05,49,S,25,,S,,48402,Matutino,2026-03-07 05:17:26,,182179,"POINT (  575047.106452790,   6136848.72618032)",MAGALLANES 1191 ANTES 1185 ANTES 1185,0
2026-03-07,B_05,50,S,25,,S,,48402,Matutino,2026-03-07 06:56:03,,178120,"POINT (  575079.867871410,   6136426.95927469)",MAGALLANES 979 ,0
2026-03-07,B_05,51,S,25,,S,,48402,Matutino,2026-03-07 04:21:11,,178121,"POINT (  575080.007998300,   6136423.65144771)",MAGALLANES 979 ,0
2026-03-07,B_05,52,S,50,,S,,48402,Matutino,2026-03-07 04:21:16,,178122,"POINT (  575087.527803490,   6136314.02348877)",MAGALLANES 919 ,0
2026-03-07,B_05,53,S,25,,S,,48402,Matutino,2026-03-07 04:18:54,,181084,"POINT (  574932.069333330,   6136260.84226030)",CEBOLLATI 1604 ,0
