GID;Repite
134202;1
134239;1
134299;1
134300;1
138704;1
141859;1
141860;1
141861;1
141862;1
141863;1
141864;1
141865;1
141874;1
141875;1
141888;1
141889;1
141908;1
141909;1
141910;1
141912;1
141922;1
141951;1
141952;1
146573;1
159572;1
172112;1
176267;1
176525;1
176526;1
176527;1
176528;1
176529;1
176530;1
176531;1
176533;1
176560;1
176561;1
176562;1
176563;1
176564;1
176577;1
176578;1
176580;1
176581;1
176583;1
176584;1
176586;1
176587;1
176588;1
176589;1
176590;1
176591;1
176592;1
176593;1
176594;1
176595;1
176596;1
176597;1
176598;1
176599;1
176600;1
176601;1
176603;1
176604;1
176605;1
176606;1
176607;1
176608;1
176609;1
176610;1
176611;1
176612;1
176614;1
176615;1
176616;1
176617;1
176990;1
176991;1
176992;1
179605;1
179606;1
180265;1
180267;1
180291;1
180615;1
180653;1
180682;1
180815;1
180816;1
180865;1
180935;1
181076;1
181470;1
181905;1
182302;1
183111;1
183112;1
183113;1
183115;1
183116;1
183117;1
183128;1
183129;1
183263;1
183264;1
183265;1
183266;1
183267;1
183272;1
183467;1
183468;1
183469;1
183470;1
183474;1
183476;1
183477;1
