GID;Repite
100676;1
100679;1
100684;1
100700;1
101590;1
105443;1
105451;1
107011;1
107023;1
107025;1
107026;1
107027;1
107028;1
107049;1
107050;1
107051;1
107052;1
107056;1
107057;1
107059;1
107060;1
107074;1
107079;1
107080;1
107081;1
107082;1
107083;1
107084;1
107881;1
107904;1
107906;1
107910;1
107911;1
114255;1
114276;1
114458;1
114465;1
114466;1
114472;1
118054;1
118076;1
122492;1
124398;1
124445;1
124469;1
124475;1
124476;1
125916;1
125918;1
125919;1
125976;1
125977;1
126008;1
129372;1
134445;1
134491;1
134495;1
134617;1
134618;1
134620;1
134645;1
134657;1
134669;1
134671;1
134706;1
134707;1
134708;1
134712;1
134713;1
134714;1
134715;1
134716;1
134972;1
137212;1
137217;1
137512;1
137912;1
138549;1
138585;1
139096;1
139193;1
140932;1
141092;1
141112;1
142110;1
142173;1
142187;1
142188;1
142198;1
142199;1
142252;1
142265;1
143652;1
143932;1
145732;1
154112;1
155022;1
155798;1
159112;1
160652;1
161252;1
161532;1
165032;1
174092;1
175751;1
175911;1
176379;1
176380;1
176383;1
176384;1
176385;1
176386;1
176387;1
176388;1
176389;1
176392;1
176393;1
176394;1
176395;1
176396;1
176397;1
176398;1
176399;1
176400;1
176401;1
176404;1
176405;1
176406;1
176407;1
176408;1
176409;1
176410;1
176411;1
176413;1
176414;1
176415;1
176416;1
176417;1
176418;1
176419;1
176420;1
176421;1
176422;1
176423;1
176424;1
176425;1
176440;1
177088;1
177429;1
177445;1
179036;1
179041;1
179095;1
179247;1
179338;1
179965;1
180000;1
180071;1
180077;1
180189;1
180214;1
180215;1
180364;1
180627;1
180772;1
180886;1
180887;1
181114;1
181234;1
181516;1
181607;1
181634;1
181668;1
181669;1
181670;1
181756;1
181795;1
181804;1
181897;1
181994;1
181995;1
182006;1
182047;1
182084;1
182888;1
182894;1
182895;1
183021;1
183451;1
183470;1
183564;1
