GID;Repite
104417;1
104418;1
107555;1
116590;1
116594;1
116609;1
116610;1
116630;1
116632;1
116648;1
116651;1
116659;1
116660;1
124951;1
134029;1
134630;1
134639;1
134640;1
134641;1
134642;1
134646;1
134647;1
134648;1
134652;1
134654;1
134661;1
134667;1
134684;1
134686;1
134691;1
134692;1
134693;1
134699;1
134701;1
134702;1
134703;1
134723;1
135452;1
138647;1
138648;1
138649;1
138650;1
138651;1
138674;1
138706;1
138707;1
138709;1
138714;1
138715;1
139452;1
139652;1
142109;1
154292;1
154352;1
161914;1
167692;1
169352;1
170012;1
172892;1
172893;1
175338;1
176202;1
176587;1
176588;1
176589;1
176591;1
176592;1
176594;1
176595;1
179548;1
180194;1
180700;1
180701;1
180702;1
180703;1
180704;1
180705;1
180706;1
180865;1
180869;1
181411;1
181420;1
181444;1
181445;1
181447;1
181449;1
181450;1
181451;1
181614;1
181807;1
181850;1
181853;1
181986;1
181993;1
182007;1
182138;1
182331;1
183014;1
183085;1
183203;1
183204;1
183208;1
183219;1
183221;1
183222;1
183223;1
183224;1
183225;1
183226;1
183243;1
183244;1
183245;1
183246;1
183317;1
183318;1
183439;1
183441;1
183450;1
