GID;Repite
105503;1
107011;1
107020;1
107021;1
107023;1
107025;1
107026;1
107027;1
107028;1
107049;1
107050;1
107051;1
107052;1
107056;1
107057;1
107059;1
107060;1
107066;1
107067;1
107068;1
107069;1
107070;1
107071;1
107072;1
107073;1
107074;1
107075;1
107076;1
107079;1
107080;1
107081;1
107082;1
107083;1
107084;1
107627;1
107628;1
107636;1
107676;1
107678;1
107680;1
107681;1
107682;1
107683;1
107684;1
107688;1
107689;1
107697;1
114290;1
114300;1
114307;1
114308;1
114309;1
114310;1
114311;1
114317;1
114325;1
114327;1
114328;1
117935;1
117936;1
117939;1
117941;1
117945;1
117946;1
117949;1
117951;1
117952;1
117953;1
117954;1
117955;1
117963;1
117966;1
117968;1
117974;1
117980;1
117983;1
117984;1
117985;1
117986;1
117987;1
117988;1
117989;1
118004;1
118005;1
118013;1
118014;1
118015;1
118018;1
118019;1
118027;1
118030;1
118032;1
118037;1
120312;1
120412;1
124178;1
124188;1
124204;1
124207;1
124217;1
124234;1
124237;1
124239;1
124255;1
124259;1
124268;1
124273;1
124274;1
124275;1
124276;1
124278;1
126130;1
126312;1
129162;1
129226;1
130292;1
132832;1
134533;1
134534;1
134555;1
134556;1
134578;1
134603;1
139094;1
139097;1
139118;1
139119;1
139129;1
139134;1
139135;1
139138;1
139152;1
139162;1
139163;1
139164;1
139165;1
139168;1
139170;1
139172;1
139189;1
139191;1
139192;1
139212;1
139213;1
139217;1
139247;1
139249;1
139250;1
139255;1
139261;1
139268;1
139270;1
139282;1
141362;1
141363;1
141399;1
141401;1
141405;1
141406;1
141407;1
141408;1
141409;1
141410;1
141412;1
141413;1
141414;1
141415;1
141416;1
141473;1
141474;1
141492;1
141500;1
141501;1
141503;1
141528;1
141529;1
141530;1
141531;1
141532;1
141533;1
143092;1
143972;1
144153;1
145153;1
148975;1
155992;1
162872;1
168352;1
171472;1
171473;1
171912;1
172952;1
173012;1
173132;1
175456;1
175464;1
175465;1
175466;1
175761;1
176493;1
176652;1
177504;1
179022;1
179024;1
179183;1
179185;1
179187;1
179226;1
179228;1
179300;1
179318;1
179319;1
179739;1
180065;1
180104;1
180107;1
180133;1
180134;1
180234;1
180287;1
180300;1
180302;1
180336;1
180435;1
180636;1
180637;1
180739;1
180773;1
180774;1
180775;1
180776;1
180801;1
180802;1
180911;1
180993;1
180995;1
180997;1
181011;1
181126;1
181176;1
181191;1
181192;1
181213;1
181214;1
181285;1
181287;1
181288;1
181289;1
181490;1
181492;1
181506;1
181507;1
181513;1
181515;1
181524;1
181526;1
181529;1
181530;1
181531;1
181537;1
181538;1
181539;1
181662;1
181663;1
181664;1
181668;1
181669;1
181670;1
181775;1
181776;1
182118;1
182119;1
182933;1
182934;1
183065;1
183079;1
183080;1
183153;1
183163;1
183167;1
183173;1
183174;1
183446;1
183465;1
183468;1
183507;1
183508;1
183566;1
