GID;Acumulacion_general
100311;6
180349;6
125965;6
100243;6
100295;6
183393;6
180155;6
126089;6
126086;6
126083;6
117157;6
176347;6
172972;6
177263;6
129763;6
176900;6
183156;6
183155;6
129701;6
181531;6
114282;6
181003;6
181928;6
181112;6
172174;6
114315;6
114299;6
176221;6
176222;6
114306;6
183451;6
114268;6
177487;6
114404;6
114433;6
114432;6
177490;6
183365;6
114400;6
114407;6
114434;6
114389;6
114435;6
114408;6
114390;6
178725;6
114412;6
114411;6
114413;6
177492;6
114416;6
114415;6
114418;6
177494;6
114386;6
114421;6
114420;6
114423;6
177496;6
114394;6
114396;6
129566;6
181452;6
181381;6
167153;6
177497;6
181249;6
114401;6
114424;6
175915;6
175492;6
114426;6
180583;6
114428;6
114427;6
114397;6
114398;6
182022;6
114430;6
181619;6
180188;6
136493;6
181437;6
146712;6
146752;6
100498;6
123094;6
175768;6
129569;6
129574;6
129511;6
129514;6
114343;6
114344;6
114342;6
177088;6
114459;6
114458;6
114465;6
129318;6
129312;6
129362;6
132492;6
180122;6
181551;6
129365;6
129611;6
129600;6
129597;6
129673;6
179539;6
100487;6
100485;6
181604;6
129361;6
129308;6
129357;6
182027;6
129358;6
129292;6
129293;6
129301;6
129313;6
129314;6
180323;6
129317;6
129360;6
131552;6
129315;6
182084;6
182085;6
129392;6
129469;6
129443;6
129424;6
177290;6
129461;6
129463;6
129394;6
152114;6
129423;6
137792;6
129321;6
129353;6
173152;6
129391;6
181548;6
181549;6
129416;6
129454;6
129451;6
129452;6
129456;6
143192;6
129435;6
180252;6
100506;6
129372;6
129449;6
181550;6
183166;6
100790;6
100794;6
100788;6
129388;6
129447;6
129410;6
129426;6
129448;6
180328;6
129434;6
129409;6
129411;6
129407;6
129408;6
129389;6
129432;6
129428;6
129439;6
174572;6
174592;6
129427;6
129440;6
129380;6
129382;6
181627;6
129438;6
129406;6
129385;6
129386;6
129414;6
129415;6
183040;6
129253;6
129182;6
129218;6
129238;6
129221;6
129235;6
150652;6
129217;6
129405;6
129369;6
129379;6
129377;6
129378;6
180231;6
180430;6
129422;6
129138;6
117173;6
129174;6
100559;6
154413;6
129193;6
114478;6
115726;6
181250;6
115698;6
183181;6
115798;6
115827;6
115828;6
179012;6
115820;6
115821;6
115791;6
115790;6
115837;6
100553;6
182292;6
115836;6
115822;6
115799;6
115792;6
115807;6
115801;6
115800;6
115814;6
115808;6
150092;6
115833;6
180561;6
183145;6
