GID;Repite
113972;1
113992;1
114234;1
114235;1
114238;1
114257;1
114265;1
114266;1
114267;1
114268;1
114273;1
117939;1
117941;1
117953;1
117954;1
117986;1
117987;1
118013;1
118015;1
118018;1
118034;1
118035;1
118037;1
118038;1
118040;1
118041;1
118045;1
118046;1
118060;1
118061;1
118062;1
118079;1
118080;1
118082;1
118083;1
118090;1
118092;1
118093;1
118109;1
118110;1
118112;1
118832;1
125885;1
139212;1
142412;1
142463;1
143972;1
152232;1
162872;1
173132;1
176577;1
176578;1
176580;1
176581;1
176583;1
176584;1
176586;1
176587;1
176588;1
176589;1
176590;1
176591;1
176592;1
176593;1
176594;1
176595;1
176813;1
176814;1
176815;1
176816;1
176918;1
177372;1
177393;1
177482;1
179002;1
179098;1
180615;1
180653;1
180682;1
180803;1
180865;1
181144;1
181213;1
181214;1
183020;1
183263;1
183264;1
183456;1
183498;1
183499;1
183525;1
183526;1
