GID;Repite
114509;1
117953;1
134369;1
134972;1
138704;1
139092;1
139099;1
139102;1
139108;1
139110;1
139111;1
139112;1
139116;1
139120;1
139124;1
139125;1
139141;1
139153;1
139154;1
139156;1
139157;1
139169;1
139173;1
139174;1
139175;1
139180;1
139183;1
139184;1
139185;1
139187;1
139188;1
139190;1
139194;1
139198;1
139199;1
139200;1
139201;1
139202;1
139207;1
139222;1
139224;1
139237;1
139238;1
139239;1
139241;1
139242;1
139243;1
139264;1
139271;1
139278;1
139280;1
139281;1
140672;1
141052;1
155517;1
160272;1
164652;1
176209;1
176655;1
178506;1
178507;1
178985;1
179105;1
179179;1
179229;1
179230;1
179232;1
179233;1
179301;1
180590;1
180735;1
180736;1
180737;1
180738;1
180741;1
181190;1
181191;1
181193;1
181362;1
181458;1
181508;1
181509;1
181511;1
181512;1
181518;1
181519;1
181523;1
181525;1
181710;1
181793;1
181835;1
181838;1
182195;1
182857;1
182858;1
182859;1
183057;1
183509;1
183561;1
