GID;Acumulacion_general
100295;6
100311;6
123993;6
100243;6
141990;6
141993;6
182876;6
180148;6
167072;6
142013;6
142014;6
142002;6
180894;6
180893;6
142027;6
142026;6
141982;6
141989;6
141991;6
142016;6
176138;6
182116;6
149973;6
142007;6
142008;6
142483;6
142552;6
142551;6
142550;6
142549;6
142485;6
181381;6
167153;6
142564;6
142562;6
139127;6
139093;6
142527;6
176655;6
123094;6
147212;6
163753;6
124025;6
160252;6
179077;6
101332;6
179121;6
142625;6
142626;6
175764;6
142674;6
176674;6
166132;6
166112;6
142588;6
181945;6
181944;6
146272;6
175482;6
142592;6
179929;6
124579;6
181066;6
105430;6
100498;6
142595;6
142667;6
177285;6
180070;6
158940;6
142661;6
183296;6
173812;6
100485;6
105689;6
105678;6
181828;6
105639;6
105420;6
134593;6
175768;6
180368;6
142662;6
142599;6
146332;6
142615;6
142034;6
179539;6
100487;6
105247;6
118592;6
179179;6
105654;6
105635;6
180651;6
105655;6
179154;6
179160;6
181667;6
182254;6
177417;6
133632;6
142035;6
176317;6
142033;6
141984;6
141985;6
177303;6
141980;6
141981;6
183157;6
141929;6
156552;6
171472;6
141926;6
141960;6
105373;6
178348;6
105338;6
177391;6
105381;6
105310;6
177166;6
114492;6
114512;6
114307;6
180994;6
180995;6
114325;6
105348;6
109032;6
141958;6
141956;6
142038;6
173632;6
180149;6
141974;6
142066;6
141973;6
141824;6
183451;6
114235;6
100790;6
100794;6
114257;6
114273;6
114269;6
175818;6
177024;6
100506;6
176947;6
100788;6
177482;6
114238;6
119492;6
177483;6
114400;6
175492;6
114426;6
180583;6
114428;6
114294;6
172174;6
114245;6
182026;6
175946;6
181976;6
154619;6
154632;6
138810;6
181301;6
141132;6
138741;6
105367;6
181661;6
105307;6
105344;6
181594;6
105325;6
105365;6
105308;6
183040;6
142078;6
142148;6
100559;6
105372;6
182243;6
105345;6
105321;6
105322;6
181593;6
176772;6
176773;6
176774;6
176775;6
124905;6
124904;6
124886;6
124887;6
124951;6
124920;6
124950;6
150652;6
176984;6
124460;6
124461;6
124463;6
124464;6
142108;6
142111;6
142087;6
124462;6
124466;6
124955;6
141470;6
141526;6
141527;6
141472;6
175491;6
124396;6
124473;6
124475;6
124476;6
124413;6
176325;6
180124;6
179173;6
107708;6
107709;6
100605;6
150654;6
105409;6
107712;6
107713;6
107719;6
179174;6
158572;6
180939;6
124415;6
124451;6
124452;6
124459;6
124478;6
141534;6
141506;6
141535;6
141508;6
175357;6
141477;6
141538;6
141460;6
141468;6
141450;6
176136;6
100691;6
181342;6
100693;6
100690;6
149412;6
100683;6
100630;6
100631;6
100698;6
100553;6
125965;6
180349;6
100642;6
141509;6
141512;6
141511;6
141484;6
171412;6
175464;6
141513;6
141514;6
141475;6
141515;6
141476;6
141502;6
141505;6
141504;6
141486;6
141546;6
141547;6
141552;6
141400;6
183449;6
141412;6
141480;6
141479;6
141478;6
141481;6
141485;6
141539;6
141452;6
141454;6
141453;6
141434;6
141396;6
180155;6
183393;6
141442;6
149932;6
182295;6
142647;6
142645;6
141482;6
147052;6
141545;6
141541;6
141544;6
141543;6
181759;6
141458;6
141457;6
141263;6
141289;6
134797;6
141292;6
141328;6
141327;6
165632;6
141329;6
141368;6
141372;6
141357;6
141359;6
141358;6
141397;6
141389;6
141390;6
141435;6
141345;6
141344;6
183055;6
141342;6
141343;6
141276;6
180507;6
141275;6
142646;6
142670;6
142644;6
168132;6
141315;6
141318;6
141317;6
141320;6
141323;6
180437;6
180423;6
109092;6
105609;6
179021;6
181426;6
107521;6
179304;6
141279;6
141281;6
141280;6
141338;6
180515;6
141265;6
141266;6
165634;6
141331;6
141269;6
141272;6
141267;6
141271;6
141270;6
141261;6
141310;6
105612;6
176212;6
183457;6
107579;6
107580;6
107555;6
180004;6
107570;6
107571;6
126083;6
126086;6
126089;6
180487;6
141300;6
180486;6
180511;6
180512;6
141277;6
141273;6
141274;6
141334;6
141335;6
180296;6
141332;6
141254;6
141253;6
141284;6
175106;6
183057;6
179311;6
141262;6
141340;6
141316;6
141321;6
141257;6
141296;6
141303;6
141302;6
180504;6
141307;6
141308;6
180516;6
180517;6
141217;6
141216;6
180788;6
150732;6
141244;6
141245;6
141191;6
141192;6
180514;6
180513;6
180489;6
180374;6
141312;6
141311;6
141348;6
180505;6
180490;6
141160;6
141204;6
101909;6
101910;6
181527;6
124550;6
124552;6
101873;6
138470;6
124594;6
177511;6
124644;6
141158;6
141220;6
141223;6
141222;6
141195;6
141322;6
141314;6
141313;6
141190;6
179325;6
180119;6
141152;6
183339;6
178980;6
183360;6
153132;6
101956;6
101942;6
141230;6
156092;6
141181;6
141232;6
141180;6
141157;6
141154;6
183337;6
141156;6
141155;6
183330;6
141219;6
183410;6
183411;6
176137;6
183361;6
101953;6
141251;6
141238;6
141209;6
141162;6
179624;6
141196;6
141248;6
141178;6
141249;6
141174;6
141193;6
141176;6
141194;6
141243;6
141207;6
183069;6
177359;6
101966;6
160512;6
177264;6
129750;6
129763;6
177263;6
172972;6
176347;6
117157;6
181255;6
132019;6
131973;6
131974;6
131993;6
131994;6
132012;6
132014;6
132016;6
156412;6
181377;6
141229;6
141208;6
141169;6
141246;6
141170;6
141179;6
